episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
281,18701,-32.718999999999966,0.55585125,1.327106237411499,51,14,12,65,4426
282,18766,-409.94499999999994,0.5543075,1.4361779689788818,48,9,8,61,4442
283,18831,-381.811,0.55276375,1.2408905029296875,43,5,17,60,4458
284,18868,-303.57500000000005,0.551885,1.65129816532135,36,1,0,37,4468
285,18916,-234.978,0.550745,1.3926502466201782,38,3,7,47,4480
286,18991,-529.7299999999998,0.54896375,0.8909180760383606,48,7,20,70,4498
287,19034,-25.184999999999967,0.5479425,1.088403582572937,37,2,4,42,4509
288,19085,-382.33799999999997,0.54673125,1.0587668418884277,42,7,2,48,4522
289,19150,-153.925,0.5451874999999999,0.6670822501182556,45,9,11,60,4538
290,19193,-397.29900000000004,0.54416625,0.9473790526390076,37,5,1,39,4549
291,19241,-315.8189999999999,0.54302625,0.5674118399620056,36,6,6,46,4561
292,19299,-437.217,0.54164875,0.8681315779685974,45,7,6,54,4575
293,19342,-3.090000000000117,0.5406275,0.9550096392631531,35,2,6,42,4586
294,19402,-521.3200000000002,0.5392025,0.8553983569145203,44,7,9,57,4601
295,19457,-154.21000000000006,0.53789625,0.8288393616676331,37,5,13,54,4615
296,19513,-540.9850000000001,0.53656625,1.120688796043396,43,5,8,54,4629
297,19583,-264.64399999999995,0.53490375,1.1993833780288696,51,14,5,63,4646
298,19633,-435.70399999999995,0.53371625,1.4618151187896729,41,4,5,48,4659
299,19693,-395.18800000000005,0.53229125,1.2388135194778442,47,4,9,56,4674
300,19738,-78.81199999999995,0.5312225,1.3958725929260254,33,2,10,45,4685
301,19790,-86.97800000000001,0.5299875000000001,1.0409858226776123,42,7,3,51,4698
302,19837,-109.33300000000011,0.52887125,1.5645084381103516,36,7,4,44,4710
303,19901,-177.65400000000002,0.52735125,1.4153571128845215,46,11,7,59,4726
304,19956,-327.88699999999994,0.526045,0.8996914029121399,40,6,9,53,4740
305,20006,-279.892,0.5248575,1.1867605447769165,37,4,9,46,4752
306,20078,-88.56199999999986,0.5231475000000001,1.421432614326477,48,13,11,66,4770
307,20176,-938.5079999999995,0.5208200000000001,0.9896102547645569,56,14,28,89,4795
308,20223,-294.8900000000001,0.51970375,1.8756771087646484,37,5,5,45,4806
309,20299,68.91300000000004,0.5178987500000001,1.0507898330688477,51,8,17,70,4825
310,20359,-26.160999999999994,0.5164737500000001,0.930222749710083,40,13,7,56,4840
311,20427,-270.032,0.51485875,1.2741693258285522,45,8,15,65,4857
312,20500,-447.723,0.513125,0.8569085001945496,48,10,15,68,4876
313,20555,-534.7350000000002,0.51181875,1.3160548210144043,38,2,15,54,4889
314,20610,-337.14300000000014,0.5105125,0.9939906001091003,39,4,12,51,4903
315,20659,-121.832,0.50934875,0.79219651222229,40,6,3,46,4915
316,20731,-56.081999999999994,0.5076387499999999,0.8751534223556519,47,14,11,67,4933
317,20796,-69.58300000000013,0.506095,1.003431797027588,48,5,12,60,4950
318,20843,-289.268,0.50497875,1.5019043684005737,36,5,6,44,4961
319,20907,-205.465,0.5034587500000001,1.5512686967849731,42,6,16,62,4977
320,20988,-792.982,0.501535,1.1783835887908936,57,10,14,74,4998
321,21035,-139.36700000000002,0.50041875,0.9408713579177856,38,6,3,43,5009
322,21096,-410.2390000000001,0.49897,1.011663556098938,46,6,9,57,5025
323,21151,-398.867,0.49766375000000007,1.143263339996338,37,5,13,52,5038
324,21206,-138.11,0.4963575,1.5117532014846802,40,5,10,50,5052
325,21254,-191.62800000000001,0.4952175000000001,1.1820303201675415,39,6,3,44,5064
326,21312,-211.56900000000002,0.49383999999999995,1.0347480773925781,44,8,6,54,5079
327,21365,-188.5860000000001,0.4925812500000001,1.0032410621643066,39,6,8,49,5092
